subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Archaeology,Question Papers of NET December 2015,Paper III,59,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : भारत में होमिनिन आवासों की प्रारम्भिक प्रातिनूतन कालीन उपस्थिति अब अच्छी तरह स्थापित है। कारण (R) : अत्तिरमपक्कम की 1.5 Myr तिथि के कारण ऐसा कहना सम्भव हुआ है। कूट :,"(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।","(A) और (R) दोनों सही हैं, और (R), (A) की सही व्याख्या है।",(A) और (R) दोनों गलत हैं।,(A) सही है लेकिन (R) गलत है।,B,ARC_a8dcc86f,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,60,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : गुफाओं की दीवारों पर प्रस्तर चित्रण और उत्कीर्णन दृश्य जीवन निर्वाह की अन्तःदृष्टि देते हैं। कारण (R) : वे यह बतातें हैं कि पुरापाषाणकालीन लोग छोटे समूहों में रहा करते थे। कूट :,"(A) और (R) दोनों सही है और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं और (R), (A) की गलत व्याख्या है।",(A) सही है (R) गलत है।,(A) गलत है (R) सही है।,A,ARC_5aac38f7,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,61,"निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : दक्षिणी भारत के ज्वालापुरम क्षेत्र में निम्न पुरापाषाण से लेकर उच्च पुरापाषाण तक के मानव के निरन्तर आवास के साक्ष्य सुरक्षित हैं। कारण (R) : इस क्षेत्र में होमोनिन 74,000 वर्ष पूर्व के ज्वालामुखी शीत के प्रभाव के बावजूद बचे रहे। कूट :","(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं लेकिन (R), (A) की गलत व्याख्या है।",(A) और (R) दोनों गलत हैं।,(A) सही है लेकिन (R) गलत है।,A,ARC_1fd9f3a6,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,62,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : भारत के उच्च पुरापाषाणिक पाषाण उपकरण समूह श्रीलंका से समानता रखते हैं। कारण (R) : भारत में परवर्ती प्रातिनूतन संदर्भ के लघुपाषाण उपकरणों के नवीन तुलनात्मक अध्ययन से इस स्थापना को बल मिलता है। कूट :,"(A) और (R) दोनों सही हैं, लेकिन (R), (A) की गलत व्याख्या है।","(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।",(A) और (R) दोनों सही हैं।,"(A) गलत है, (R) सही है।",B,ARC_68f1f11d,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,63,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : हड़प्पा सभ्यता के लोग सुव्यवस्थित वैज्ञानिक ज्ञान से अवगत थे। कारण (R) : हड़प्पीय पुरास्थलों से बाट और पैमाने के साक्ष्य प्राप्त हुए हैं। कूट :,(A) सही है और (R) गलत है।,"(A) और (R) दोनों सही हैं तथा (R), (A) की सही व्याख्या है।",(A) और (R) दोनों सही नहीं हैं।,(A) सही नहीं है तथा (R) सही है।,B,ARC_7e5ba79e,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,64,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : व्यापार और वाणिज्य द्वारा हड़प्पाई नगरों का विकास हुआ। कारण (R) : प्राग् हड़प्पा ग्रामीण संस्कृतियों के अनुसरण से नगर बने। कूट :,"(A) सही है, लेकिन (R) गलत है।","(A) गलत है, लेकिन (R) सही है तथा (R), (A) की सही व्याख्या नहीं है।","(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।",(A) और (R) दोनों गलत हैं।,C,ARC_7237a110,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,65,निम्नलिखित वक्तव्यों पर विचार कीजिए : कथन (A) : हड़प्पा सभ्यता नदी सभ्यता है। कारण (R) : सभी पुराबस्तियाँ नदियों के साथ स्थित हैं। उपर्युक्त दोनों वक्तव्यों के संदर्भ में निम्नलिखित में से कौन सही है ?,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं, परन्तु (R), (A) की सही व्याख्या नहीं है।","(A) सही है, परन्तु (R) गलत है।","(A) गलत है, परन्तु (R) सही है।",D,ARC_d3fb320b,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,66,निम्नलिखित वक्तव्यों पर विचार कीजिए : कथन (A) : हड़प्पा सभ्यता व चित्रित धूसर मृदभाण्ड को पुरास्थलों में क्षेत्रीय आच्छादन सतलुज-यमुना के क्षेत्रों में है। कारण (R) : परवर्ती बस्तियों पूर्वगामी की सांस्कृतिक उत्तराधिकारी हैं। उपर्युक्त दोनों वक्तव्यों के संदर्भ में निम्नलिखित में से कौन सही है?,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं, परन्तु (R), (A) की सही व्याख्या नहीं हैं।","(A) सही है, परन्तु (R) गलत है।","(A) गलत है, परन्तु (R) सही है।",B,ARC_8b802f40,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,67,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : हड़प्पा नगर का पतन एकाएक नहीं हुआ। कारण (R) : यहाँ आर्यों के आक्रमण का साक्ष्य नहीं है। कूट :,"(A) और (R) दोनों सही हैं लेकिन (R), (A) की सही व्याख्या नहीं है।","(A) सही है और (R) गलत है लेकिन (R), (A) की सही व्याख्या नहीं है।",(A) गलत है लेकिन (R) सही है।,(A) और (R) दोनों गलत हैं।,A,ARC_e9344653,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,68,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : स्तूप सामान्य तौर पर चौराहे पर पाये जाते हैं। कारण (R) : क्योंकि भगवान बुद्ध की इच्छा थी कि चौराहे से गुजरने वाले सारे लोग इसका दर्शन कर सकें। कूट :,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) सही है परन्तु (R), (A) की सही व्याख्या नहीं है।",(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही है,A,ARC_36001154,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,69,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : अशोक का राज्यकाल बौद्ध स्तूप स्थापत्य के इतिहास में एक महत्वपूर्ण चरण है। कारण (R) : क्योंकि पुराने मिट्टी के स्तूपों का या तो पुनर्निर्माण किया गया या इंट लगाकर उनका विस्तार किया गया। कूट :,"(A) और (R) सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही है और (R), (A) की गलत व्याख्या है।",(A) और (R) दोनों गलत हैं।,(A) गलत है (R) सही है।,B,ARC_c13abe0b,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,70,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : अशोक ने धर्ममहामात्र के विशेष संवर्ग का सृजन किया। कारण (R) : पंचम शिलालेख धर्ममहामात्रों को राज्य और प्रत्यन्त राज्यों में धम्म के प्रसार की जिम्मेवारी दी गयी है। कूट :,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही है और (R), (A) की गलत व्याख्या है।",(A) सही है और (R) गलत है।,(A) गलत है और (R) सही है।,A,ARC_8d8392e2,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,71,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : यूनानी देवी देवताओं का अंकन भारी संख्या में भारतीय यूनानी सिक्कों पर होता था। कारण (R) : क्योंकि इन्डो-ग्रीक राजा यूनानी धर्म को भारत में लोकप्रिय बनाना चाहते थे। कूट :,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही है और व्याख्या भी सही है।,(A) सही है (R) गलत है।,(A) सही है परन्तु व्याख्या (R) सही नहीं है।,B,ARC_de722eb9,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,72,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : सूर्यमन्दिर के अवशेष पश्चिमी भारत से मिले हैं। कारण (R) : क्योंकि इस प्रदेश में सूर्य की पूजा लोकप्रिय थी जिसकी पुष्टि दशपुर में अवस्थित सूर्यमन्दिर और मिहिरकुल के ग्वालियर अभिलेख से होती है। कूट :,"(A) और (R) दोनों सही हैं (R), (A) की सही व्याख्या नहीं है।","(A) और (R) दोनों सही है (R), (A) की सही व्याख्या है।",(A) और (R) दोनों सही हैं।,(A) सही है (R) गलत है।,B,ARC_6549f5af,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,73,"निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : चन्द्रगुप्त द्वितीय के एक ही सोने के सिक्के पर चक्रपुरुष का अंकन हुआ है जो विष्णु का रूप है। कारण (R) : अपनी प्रजा के अध्यात्मिक लाभ के लिए वह अपने राज्य में वैष्णवत्व का प्रचार करना चाहता था, क्योंकि वह भगवान विष्णु का भक्त था। कूट :",(A) और (R) दोनों सही हैं और (R) सही व्याख्या है।,(A) और (R) दोनों सही हैं।,(A) सही है (R) गलत है।,(A) और (R) दोनों गलत हैं।,A,ARC_7236f4d7,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,74,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : पश्चिमी भारत में चलन के लिए चन्द्रगुप्त द्वितीय ने चाँदी के सिक्के प्रचलित कराए। कारण (R) : इसका उदेश्य उन लोगों का विश्वास जीतना था जिन्हें जीते जाने के पहले रजत सिक्के इस्तेमाल करने की आदत थी। कूट :,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।",(A) और (R) दोनों सही हैं परन्तु (R) सही व्याख्या नहीं है।,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं और (R) सही व्याख्या है।,D,ARC_b4101e87,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper III,75,निम्नलिखित वक्तव्यों पर विचार कीजिए : स्थापना (A) : चोल काल धातु शिल्प की सुन्दरता और तकनीकी कुशलता के लिए सुविख्यात है। कारण (R) : क्योंकि मूर्ति विज्ञान और धातु की बनी मूर्तियों की शैली पत्थर की मूर्तियों के समान ही है। कूट :,"(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं और (R), (A) की गलत व्याख्या है।",(A) सही है (R) गलत है।,(A) गलत है (R) सही है।,A,ARC_83f2dd12,Assertion and Reason
Archaeology,Question Papers of NET December 2015,Paper II,1,दक्षिण एशिया में आधुनिक मानव की प्राचीनतम एम.टी. डी.एन.ए तिथि है :,80-100 ka के लगभग,50-70 ka के लगभग,40-60 ka के लगभग,100-110 ka के लगभग,B,ARC_0377e3c1,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,2,भारत में प्राचीनतम ज्ञात होमिनिन अवशेष प्रतिवेदित है :,ज्वालापुरम से,बिल्लासुरगाम से,हथनोरा से,भीमबेटका से,C,ARC_6b838438,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,3,किस आधार पर डेक्कन और मध्य भारत के ताम्रपाषाणिक संस्कृतियों की पहचान हुई है ?,स्थल का आकार,धातु की वस्तुओं के प्रकार,पात्र परंपरायें (मृदभाण्ड पात्र),आवास की अभियोजना,C,ARC_5f604fc4,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,4,ताम्रपाषाणिक स्थलों पर सामाजिक संगठन का प्रारम्भ किससे प्रतिबिम्बित होता है?,स्थानीय अर्थव्यवस्था,मुखिया का वर्चस्व,राजनैतिक अर्थव्यवस्था,सुदूरवर्ती व्यापार,B,ARC_43421aa7,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,5,निम्नलिखित में से किस पुरास्थल पर लाल व काले रंग के मृदभाण्ड गेरुए रंग के मृदभाण्ड व चित्रित धूसर रंग के मृदभाण्डों के बीच में पाए गए हैं ?,हस्तिनापुर,जखेड़ा,जोधपुर,अतरंजीखेड़ा,D,ARC_1b7978d8,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,6,कार्तिकेय अथवा स्कन्दकुमार का अंकन निम्नलिखित में से किसी एक के सिक्कों पर मिलता है :,कैडफिसेस II,कनिष्क,हुविष्क,वासुदेव,C,ARC_602d48cc,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,7,गंगावतरण के नीचे बन्दर की आकृति किस कला की एक विशेषता है ?,पल्लव कला,चोल कला,चन्देल कला,मौर्य कला,A,ARC_7b58cd17,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,8,निम्नलिखित में से किस राजा ने चार अश्वमेध यज्ञ किये ?,वाकाटक वंश का प्रवरसेन प्रथम,गुप्त राजवंश का समुद्रगुप्त,पुष्यमित्र शुंङ्ग,गुप्त राजवंश का कुमारगुप्त I,A,ARC_bd6962d3,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,9,खजुराहो के किस मन्दिर में राम और सीता की मूर्तियाँ प्रदर्शित हैं ?,आदिनाथ,लक्ष्मण,महादेव,पार्श्वनाथ,D,ARC_385a3815,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,10,जीन वैज्ञानिक मानव जनसंख्या के इतिहास को निर्धारित करने के लिए निम्नलिखित किन मोलेक्यूल पर विचार करते हैं ? (a) एमटी डी.एन.ए. (b) वाई-क्रोमोज (c) आर.एन.ए.       (d) एक्स-क्रोमोज कूट :,(b) और (C),(a) और (b),(a) और (d),(b) और (d),A,ARC_e2ae5f80,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,11,निम्नलिखित में से परवर्ती प्रातिनूतन कालीन यूरोप में कौन समकालीन थे? (a) होमो हाइडेलबर्गेन्सिस (b) होमो सेपियन्स (c) होमो नालेडे (d) होमो नियन्डरथलेनसिस कूट :,(a) और (b),(b) और (c),(b) और (d),(d) और (a),C,ARC_4fa4fbe0,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,12,लिंग के पुरातत्व में निम्नलिखित कौन-से मुद्दे समाहित हैं ? (a) समाजशास्त्रियों द्वारा उठाये गये मुद्दों को सम्मिलित करना (b) पुरातत्व के इतिहास का पुनर्मूल्यांकन (c) पुरातात्विक अभिलेखों में लिंग का मूल्यांकन (d) पुरातात्विक विधियों को पुनर्निर्देशित करना कूट :,(a) और (b),(b) और (c),(c) और (d),(d) और (a),B,ARC_f4869a56,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,13,शिला पर क्यूपुल से युक्त स्थल हैं : (a) मोरहना पहाड़ (b) भीमबेटका (c) दरकी चट्टान    (d) आदमगढ़ कूट :,(a) और (b),(b) और (c),(c) और (d),(b) और (d),B,ARC_fc7a6c5e,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,14,निम्नलिखित में से किसके लिए धोलावीरा प्रसिद्ध है ?,बड़ा स्नानागार,बड़ा अन्नागार,जलाशय,स्तम्भवाला हाल,C,ARC_f8efea8d,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,15,कुषाण नरेशों के दो देव कुल (राजा की पूजार्थ प्रतिमा वाले मन्दिर) स्थित थे : (a) शाह जी की ढेरी में (b) तख्त-ए-बाही में (c) सुर्ख कोटल में (d) मथुरा में कूट :,(a) और (b),(b) और (C),(a) और (c),(c) और (d),D,ARC_f64fa0f4,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,16,पश्चिमी चालुक्य राजाओं में किसने सर्व प्रथम सोने के बने हुए आहत सिक्के चलाये ? (a) त्रिभुवनमल्ल    (b) सोमेश्वर द्वितीय (c) जयसिंह द्वितीय (d) सोमेश्वर कूट :,(b) और (c),(b) और (d),(d) और (a),(c) और (d),D,ARC_0f30053d,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,17,निम्नलिखित में से कौन-से संरचनात्मक संकुल चालुक्यों से सम्बन्धित हैं? (a) एहोल    (b) एलोरा (c) एलिफेंटा (d) पट्टडकल कूट :,(a) और (b),"(a), (b) और (c)",(a) और (d),"(a), (c) और (d)",C,ARC_6588552c,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,18,सिलपद्दीकारम में जैन अर्हत का वर्णन करते हुए किन हिन्दू देवताओं के विरूद्ध प्रयोग किया गया ? (a) शिव  (b) ब्रह्म (c) विष्णु (d) दुर्गा कूट :,(a) और (b),(b) और (c),(c) और (d),(a) और (d),A,ARC_68a0cc51,Normal MCQ
Archaeology,Question Papers of NET December 2015,Paper II,19,निम्नलिखित युग्मों में से कौन सही सुमेलित नहीं है ? (a) कैलाशनाथ मन्दिर - काञ्ची (b) देवगढ़ मन्दिर - कानपुर (c) शिव मन्दिर - तञ्जावुर (d) एकलिंगजी - खजुराहो कूट :,(a) और (C),(a) और (d),(b) और (c),(b) और (d),D,ARC_c912f1bd,Identify the Incorrect Statement
Archaeology,Question Papers of NET December 2015,Paper II,20,निम्नलिखित को समय सीमा के बढ़ते क्रम में सही तिथिक्रम में व्यवस्थित कीजिए : (a) टी.एल.       (b) रेडियोकॉर्बन (c) ओ.एस.एल. (d) के. एआर. कूट :,"(a), (b), (d), (c)","(b), (a), (c), (d)","(a), (c), (d), (b)","(c), (a), (d), (b)",B,ARC_22167f8c,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,21,निम्नलिखित होमिनिनों को प्राचीनतम से नवीनतम तक कालक्रमानुसार व्यवस्थित कीजिए : (a) होमो एरगैस्टर  (b) नियन्डरथाल्स (c) होमो सेपियन्स (d) डेनीसोरन कूट :,"(b), (d), (c), (a)","(a), (b), (c), (d)","(d), (c), (a), (b)","(a), (b), (d), ©",B,ARC_3419d406,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,22,निम्नलिखित स्थलों को सही कालक्रम में व्यवस्थित कीजिए : (a) मेहताखेरी                       (b) फा हियेन (c) ज्वालापुरम (जे.डब्लू.पी. ए.) (d) पटने कूट :,"(b), (a), (c), (d)","(a), (c), (d), (b)","(d), (c), (b), (a)","(c), (d), (b), (a)",A,ARC_7c41a797,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,23,निम्नलिखित पुरास्थलों को उनकी खोज के वर्ष के क्रमानुसार व्यवस्थित कीजिए : (a) धौलावीरा (b) कालीबंगा (c) चन्हुदड़ो   (d) सुरकोटड़ा कूट :,"(b), (c), (d), (a)","(b), (a), (c), (d)","(c), (d), (b), (a)","(c), (b), (d), (a)",D,ARC_07d3778c,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,24,निम्नलिखित को कालक्रमानुसार व्यवस्थित कीजिए : (a) अहाड़           (b) जोर्वे (c) चोपानी माण्डो (d) सँचान कोट कूट :,"(d), (c), (b), (a)","(c), (d), (b), (a)","(b), (a), (d), (c)","(c), (a), (b), (d)",D,ARC_46679395,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,25,निम्नलिखित को कालक्रमानुसार व्यवस्थित कीजिए : (a) बादली      (b) मिर्जापुर (c) भगवानपुर (d) राजा करण का किला कूट :,"(b), (c), (d), (a)","(c), (d), (a), (b)","(a), (b), (c), (d)","(d), (a), (b), ©",C,ARC_9e31d673,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,26,निम्नलिखित सिक्कों को सही कालक्रमानुसार व्यवस्थित करें : (a) गैंडा निहन्ता प्रकार के सिक्के (b) राजा तथा रानी प्रकार के सिक्के (c) चक्रविक्रम प्रकार के सिक्के (d) अश्वमेध प्रकार के सिक्के कूट :,"(a), (b), (c), (d)","(b), (c), (a), (d)","(b), (d), (c), (a)","(c), (a), (d), (b)",C,ARC_ca9462a0,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,27,"निम्नलिखित को सही कालक्रमानुसार व्यवस्थित कीजिए : (a) राजा-रानी मंदिर, भुवनेश्वर (b) परशुरामेश्वर मंदिर, भुवनेश्वर (c) सूर्य मंदिर, कोणार्क (d) बृहदेश्वर मंदिर, तंजौर कूट :","(b), (d), (a), (c)","(b), (a), (c), (d)","(c), (a), (b), (d)","(d), (c), (b), (a)",A,ARC_20a02de7,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,28,निम्नलिखित अभिलेखों को सही कालक्रमानुसार व्यवस्थित करें : (a) भानुगुप्त का एरण प्रस्तर अभिलेख (b) कर्मदांडा प्रस्तर लिंङ्ग अभिलेख (c) कुमारगुप्तकालीन सारनाथ बौद्ध प्रस्तर अभिलेख (d) संक्षोभ का खोह ताम्र अभिलेख कूट :,"(d), (c), (a), (b)","(c), (b), (d), (a)","(b), (c), (a), (d)","(a), (b), (c), (d)",C,ARC_4e5186fb,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,29,निम्न को कालक्रम में व्यवस्थित करें : (a) शक सम्वत् (b) गुप्त सम्वत् (c) विक्रम सम्वत् (d) कलचुरि-चेदि सम्वत् कूट :,"(a), (b), (c), (d)","(c), (a), (b), (d)","(b), (d), (a), (c)","(c), (d), (b), (a)",B,ARC_197c7c2d,Sequence / Ordering
Archaeology,Question Papers of NET December 2015,Paper II,30,सूची - I के मदों को सूची - II के मदों से सुमेलित कीजिए : सूची - I                            सूची - II (a) होमो नलेडी                 (i) इण्डोनेशिया (b) होमो होरेसिनसिस         (ii) दक्षिण अफ्रीका (c) डेनीसोवन                   (iii) मध्य अफ्रीका (d) साहेलानथ्राफस            (iv) साइबेरिया कूट : (a) (b) (c) (d),(ii) (i) (iv) (iii),(i) (iii) (iv) (ii),(iii) (iv) (i) (ii),(iv) (i) (ii) (iii),A,ARC_dd827f90,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,31,सूची - I के मदों को सूची - II के मदों से सुमेलित कीजिए : सूची - I                  सूची - II (a) मैथ्यू जान्सन.    (i) प्रीहिस्ट्री एण्ड प्रोटोहिस्ट्री ऑफ इण्डिया एण्ड पाकिस्तान (b) क्लाइव गैम्बुल.  (ii) आर्क्योलोजिकल थियरी : एन इन्ट्रोडक्शन (c) के.ए.आर. केनेडी (iii) टाइम वाकर्स (d) एच.डी. सांकलिया(iv) गॉड एप्स एण्ड फासिल मेन कूट : (a) (b) (c) (d),(i) (iii) (iv) (ii),(ii) (iii) (iv) (i),(iii) (i) (iv) (ii),(iv) (i) (iii) (ii),B,ARC_39b03c44,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,32,सूची - I की पुस्तकों को सूची - II के लेखकों से सुमेलित कीजिए : सूची - I                             सूची - II (a) द सरस्वती फलोज ऑन        (i) डब्ल्यू.ए. फेयरसर्विस (b) द रूट्स ऑफ एंशियंट इंडिया (ii) जी.एल. पॉसेल (c) द राइज ऑफ सिविलाइजेशन (iii) बी.बी. लाल इन इंडिया एण्ड पाकिस्तान (d) एंशियंट सिटीज ऑफ द इंडस (iv) बी. एण्ड आर. अलचिन कूट : (a) (b) (c) (d),(ii) (iii) (i) (iv),(iii) (i) (iv) (ii),(iv) (iii) (ii) (i),(i) (iv) (iii) (ii),B,ARC_9706c7e9,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,33,सूची - I के स्थलों को सूची - II के उत्खननकर्ता से सुमेलित कीजिए : स्थल                उत्खननकर्ता (a) अरिकामेडू (i) बी.पी. सिन्हा (b) हस्तिनापुर (ii) जी.आर. शर्मा (c) कौशाम्बी.  (iii) एम. व्हीलर (d) चिरांद      (iv) बी.बी. लाल कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(i) (iv) (ii) (iii),(iii) (i) (ii) (iv),(iii) (iv) (ii) (i),D,ARC_d1b39658,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,34,सूची - I (हड़प्पीय स्थल) को सूची - II (पुरातात्विक अवशेष) से सुमेलित कीजिए : सूची - I              सूची - II (a) हड़प्पा           (i) नर्तकी (b) मोहनजोदड़ो   (ii) पकी मिट्टी का हल (c) लोथल          (iii) सीमेट्री-एच (d) बनावली       (iv) अग्निवेदी कूट : (a) (b) (c) (d),(i) (iii) (ii) (iv),(iii) (i) (iv) (ii),(ii) (iv) (iii) (i),(iv) (ii) (i) (iii),B,ARC_cb49c39c,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,35,"सूची - I की शिल्पित दृष्यों को सूची - II की स्मारकों से सुमेलित कीजिए : शिल्पित दृश्य                     स्मारक (a) पृथ्वीदेवी का उद्धार.       (i) अमरावती स्तूप करते हुए वराह (b) गंगावतरण                   (ii) अजन्ता, गुहा सं. 1 (c) महाजनक जातक का दृश्य(iii) महाबलिपुरम (d) बुद्ध के पिता द्वारा नीत    (iv) उदयगिरी गुहा जुलूस जिसमें बुद्ध के चमत्कार के फलस्वरूप उनके पिता हवा में उठ गये हैं। कूट : (a) (b) (c) (d)",(iv) (iii) (ii) (i),(i) (ii) (iii) (iv),(ii) (iv) (iii) (i),(iii) (ii) (i) (iv),A,ARC_729b4fd9,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,36,सूची - I में दिये गये मदों को सूची - II के मदों से सुमेलित करें : सूची - I                             सूची - II (a) हनुमान और गरूड़           (i) कृष्णादेवराय (b) महेश्वर और लक्ष्मी नारायण (ii) कर्नाटक कर्नाटाज (c) वेंकटेश                         (iii) हरिहर II (d) गरूड़ प्रतीक                  (iv) हरिहर कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(iv) (iii) (ii) (i),(iv) (ii) (iii) (i),(iii) (iv) (i) (ii),C,ARC_49cd7acd,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,37,सूची - I (स्मारक ) के मदों को सूची - II ( धर्म ) के मदों से सुमेलित कीजिए : स्मारक                                       धर्म (a) हेलियोडोरस का बेसनगर स्तम्भ (i) शैव धर्म (b) देवगढ़ का 35 मंदिरों का समूह (ii)वैष्णव धर्म (c) खजुराहो का कन्दरिया मन्दिर (iii) जैन धर्म (d) जगय्यपेटा                        (iv) बौद्ध धर्म कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(ii) (iii) (i) (iv),(iii) (ii) (iv) (i),(iv) (i) (ii) (iii),B,ARC_d06cd0dd,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,38,सूची - I के मदों को सूची - II के मदों से सुमेलित कीजिए : सूची - I                          सूची - II (a) कृष्ण गोवर्धन            (i) एलिफेंटा (b) शेषशायी विष्णु          (ii) उदयगिरी (c) स्थानक कार्तिकेय की  (iii) वाराणसी भू-आकृति उत्कीर्णन (d) त्रिमुखी महेश्वर की     (iv) देवगढ़ भू-आकृति उत्कीर्णन कूट : (a) (b) (c) (d),(iii) (iv) (ii) (i),(iii) (iv) (i) (ii),(i) (iii) (ii) (iv),(ii) (i) (iv) (iii),A,ARC_c65b5801,Match the List
Archaeology,Question Papers of NET December 2015,Paper II,39,सूची - I की पुस्तकों को सूची - II के लेखकों से सुमेलित कीजिए : सूची - I                                  सूची - II (a) इलस्ट्रेशंस ऑफ दि रॉक-कट (i) वी.ए. स्मिथ टेम्पल्स ऑफ इंडिया (b) बुद्धिस्ट आर्ट ऑफ इण्डिया  (ii) पी.एन. बोस (c) इण्डियन स्कल्पचर            (iii) ए. ग्रुनवाडेल ऑफ गुप्त पीरियड (d) प्रिंसिपल्स ऑफ इ           (iv) जे. फरगुसन ण्डियन शिल्पशास्त्र कूट : (a) (b) (c) (d),(ii) (i) (iv) (iii),(iv) (ii) (i) (iii),(iv) (iii) (i) (ii),(iii) (iv) (i) (ii),C,ARC_c7aadc80,Match the List
