subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Indian Culture,Question Papers of NET Dec. 2012,Paper II,30,मेहरोली में निर्मित मस्जिद का सही नाम है,कुब्बत-उल-इस्लाम,कुव्वत-उल-इस्लाम,नूरुल-उल-इस्लाम,कमार-उल-इस्लाम,B,IND_a8e2d25b,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,31,पाँच खगोल प्रयोगशालाएँ भिन्न भिन्न नगरों में किसने निर्माण किया ?,मिर्जा राजा जयसिंह,सवाई जयसिंह,मोटा राजा उदय सिंह,मिर्ज़ा राजा मान सिंह,B,IND_f3c22152,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,32,अमीर खुसरो ने किस संगीतवाद्य को खोज निकाला ?,वायलिन,बाँसुरी,सितार,गिटार,C,IND_dd70869e,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,33,"प्रथम टेलीग्राफ लाइन, जिसे 1854 में चालू किया गया, भारत में कहाँ से कहाँ तक की थी ?",कलकत्ता से बम्बई,कलकत्ता से दिल्ली,कलकत्ता से मद्रास,कलकत्ता से आगरा,D,IND_6741743e,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,34,निम्नलिखित दो कथन हैं जिनमें से प्रथम को अभिकथन (A) और दूसरे को तर्क (R) कहा गया है : अभिकथन (A) : राजा राम मोहन राय ने सति प्रथा का विरोध किया । तर्क (R) : क्योंकि वह महिलाओं के समर्थक होना चाहते थे। प्रदत्त कूट से सही उत्तर का चयन कीजिए :,(A) और (R) दोनों सही हैं और (A) का (R) सही स्पष्टीकरण है ।,"(A) और (R) दोनों सही हैं, परन्तु (A) का (R) सही स्पष्टीकरण नहीं है ।","(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",C,IND_f31c9cec,Assertion and Reason
Indian Culture,Question Papers of NET Dec. 2012,Paper II,35,किस वर्ष में साइमन कमीशन का गठन हुआ था ?,1925 ई.,1927 ई.,1928 ई.,1930 ई.,B,IND_abf87b0d,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,36,"""शराब न पियें, न पिलायें और न ही इसका उत्पादन करें"" निम्नलिखित में से किसका कथन था ?",महात्मा गांधी,पेरियार रामास्वामी,श्री नारायण गुरु,ज्योतिबा फूले,C,IND_1a143052,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,37,"1916 में भारतीय महिला विश्वविद्यालय, पूना का प्रथम उप कुलपति कौन था ?",धोंदों केशव कार्वे,आर.जी. भण्डारकर,सर तेज बहादुर सप्रू,डब्ल्यू.टी. वाचा,A,IND_0e48fc98,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,38,जाति मीमांसा' के लेखक हैं,बी.आर. अम्बेडकर,ज्योतिबा फूले,पेरियार रामास्वामी,श्री नारायण गुरु,D,IND_f2f8e94f,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,39,निम्नलिखित में से किसके प्रयासों द्वारा मद्रास प्रेसीडेंसी में देवदासी प्रथा का उन्मूलन हुआ ?,एनी बेसेंट,दुर्गाबाई देशमुख,मुटुलक्ष्मी रेड्डी,राधाबाई सुब्रमनियम,C,IND_3c9ac47a,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,40,विश्वविद्यालय शिक्षा पद्धति में सुधारों का सुझाव देने के लिए कौन सी कमेटी स्थापित की गई ?,व्हिटले आयोग,फिलिप हारटोग आयोग,सैडलर आयोग,लार्ड चांसलर आयोग,C,IND_179c3691,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,1,निम्नलिखित में किस मध्यपाषाणिक स्थल से झोपड़ियों का विस्तृत साक्ष्य मिला है ?,बघाई खोर,बीरभानपुर,चोपनी मांडो,लेखनिया,C,IND_05b414ad,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,2,भारत में रेशम का प्राचीनतम पुरातात्विक साक्ष्य कहाँ से मिला है ?,आहड़,नावदाटोली,नेवासा,प्रकाश,C,IND_41997942,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,3,हड़प्पा संस्कृति के किस निम्नलिखित स्थल से मातृदेवी की व्यापक लोकप्रियता का साक्ष्य प्राप्त हुआ है ? (a) हड़प्पा (b) मोहनजोदाड़ो (c) कालीबंगा (d) रोपड़ नीचे के कूट से सही उत्तर का चयन कीजिए :,(a) एवं (b),(b) एवं (c),(c) एवं (d),(a) एवं (d),A,IND_ae789706,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,4,निम्नलिखित में से कौन सर्वाधिक विस्तृत हड़प्पीय स्थल है ?,बनावली,कालीबंगा,लोथल,राखीगढ़ी,D,IND_cad82863,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,5,ऋग्वेद के निम्नलिखित किस मंडल में वसिष्ठ कुल के ऋषियों के मंत्र हैं ?,मंडल III,मंडल V,मंडल VII,मंडल VIII,C,IND_483aed3c,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,6,वैदिक सूत्रों के काल में निम्नलिखित में से कौन सा अनुष्ठान विवाह में कन्या के सौभाग्य के लिए अभीष्ट था?,रुद्रबलि,रुद्रयाग,सीतायज्ञ,शूलगव,B,IND_2c4fcda7,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,7,गौतम धर्मसूत्र ने चोरी के अपराध में किसके लिए सर्वाधिक दंड का विधान किया है ?,ब्राह्मण,क्षत्रिय,वैश्य,शूद्र,A,IND_e223125f,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,8,नीचे दो वक्तव्य दिये गये हैं। एक को कथन (A) तथा दूसरे को कारण (R) कहा गया है : कथन (A) : शाक्यों ने गौतम बुद्ध की धातुओं पर एक स्तूप का निर्माण किया था। कारण (R) : शाक्यों को गौतम बुद्ध की अन्त्येष्टि के बाद उनकी धातुओं में हिस्सा मिला था। उपर्युक्त दोनों वक्तव्यों के संदर्भ में कौन सही हैं ?,(A) और (R) दोनों सही हैं तथा (A) की सही व्याख्या (R) है।,(A) और (R) दोनों सही हैं किन्तु (A) की सही व्याख्या (R) नहीं है।,(A) सही है किन्तु (R) गलत है।,(A) गलत है किन्तु (R) सही है।,A,IND_2919b985,Assertion and Reason
Indian Culture,Question Papers of NET December 2015,Paper III,9,गौतम बुद्ध के समय मगध का प्रसिद्ध चिकित्सक कौन था ?,अग्निवेश,कश्यप,जीवक,वाग्भट,C,IND_8e26dc0c,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,10,बुद्ध ने अपना अन्तिम वर्षावास कहाँ बिताया ?,नालन्दा,राजगृह,वैशाली,श्रावस्ती,C,IND_6ae0bd49,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,11,निम्नलिखित मौर्य स्तम्भों में कौन सिंहशीर्ष से युक्त थे ? (a) सारनाथ स्तम्भ (b) साँची स्तम्भ (c) लौरिया नन्दनगढ़ स्तम्भ (d) कोल्हुआ स्तम्भ नीचे के कूट से सही उत्तर का चयन कीजिये :,केवल (a) और (b),केवल (a) एवं (c),"(b), (c) एवं (d)","(a), (b), (c) एवं (d)",D,IND_b9fa4670,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,12,महाभारत की निम्नलिखित महिलाओं में किसका विवाह आसुर विवाह की प्रथा के अनुसार हुआ था ?,द्रौपदी,गन्धारी,माद्री,कुन्ती,C,IND_6bae9b8a,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,13,"किस निम्नलिखित प्राचीन ग्रंथ में बहुपत्नीत्व, बहुपतित्व एवं नियोग के उदाहरण प्राप्त होते हैं ?",ऐतरेय ब्राह्मण,दिव्यावदान,महाभारत,रामायण,C,IND_1d039b8d,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,14,निम्नलिखित में से कौन सा प्राचीन पत्तन ताम्रपर्णी नदी के मुहाने पर स्थित था ?,कोरकै,पुहार,शालियूर,तोंडी,A,IND_71956036,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,15,मदुरैक्कांजी की रचना किसने की ?,आवूर मूलांगिलार,कल्लाडनार,मांगुडि मरुदन,नक्कीरर,C,IND_da168fd9,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,16,पश्चिम भारत के निम्नलिखित शैलकृत चैत्यगृहों में किसे सबसे पहले का माना जाता है ?,अजन्ता,भाजा,कार्ले,कोंडाने,B,IND_b43c541b,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,17,उपासिका बोधिसिरि ने कहाँ पर श्रीलंका के थेरवादी आचार्यों के लिए स्तूपयुक्त एक चैत्यगृह का निर्माण करवाया था ?,बोधगया,सारनाथ,साँची,नागार्जुनकोंड,D,IND_c46eab5c,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,18,सारनाथ से प्राप्त एक अभिलेख की तिथि है कुमारगुप्त का वर्ष 154। निम्नलिखित में से कौन उसका समनुरूप वर्ष है ?,ई. 211,ई. 232,ई. 394,ई. 473,D,IND_15c8308c,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,19,निम्नलिखित में से कौन पौराणिक कुलपर्वतों की सूची में सम्मिलित नहीं है ?,हिमालय,विन्ध्य,पारियात्र,महेन्द्र,A,IND_22cad78d,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,20,मनुस्मृति पर निम्नलिखित में से किसने टीका लिखी ? (a) अपरार्क (b) कुल्लूक भट्ट (c) मेधातिथि (d) विज्ञानेश्वर नीचे के कूट से सही उत्तर का चयन कीजिये :,(a) एवं (b),(b) एवं (c),(c) एवं (d),"(a), (b) एवं (c)",B,IND_b0e21489,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,21,निम्नलिखित में से कौन सा युग्म सही सुमेलित नहीं है ?,बल्लालसेन - दानसागर,भोज - समरांगणसूत्रधार,हर्ष - सौन्दरानन्द,सोमेश्वर III - मानसोल्लास,C,IND_4879eb7a,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,22,"""अपने प्रिय के मरने पर मृत्यु को अंगीकार कर लेना कोई फल नहीं देता; मूर्ख इस प्रथा का पालन करता है""। अनुमरण प्रथा का इस प्रकार का तीव्र विरोध किसने प्रस्तुत किया ?",मनु,कालिदास,बाणभट्ट,देवणभट्ट,C,IND_de548990,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,23,कुशीनगर की विशाल परिनिर्वाण प्रतिमा का शिल्पी निम्नलिखित में से कौन था?,दिन्न,हरिबल,जयगुप्त,सुवीर,A,IND_8abce174,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,24,प्राचीनतम जैन कांस्य मूर्तियाँ कहाँ से मिली थीं ?,चौसा,मथुरा,नालन्दा,श्रवण बेलगोला,A,IND_860abbca,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,25,कला में विष्णु के कल्की अवतार को किस तरह प्रस्तुत करते हैं ?,नरकासुर को मारते हुए,सुदर्शन चक्र फेकते हुए,ऋषियों को उपदेश करते हुए,घोड़े पर बैठे हुए,D,IND_e7123280,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,26,निम्नलिखित लेखकों में से किसने स्वयं को 'कलिकाल-वाल्मीकि' कहा है ?,कालिदास,भवभूति,राजशेखर,संध्याकर नन्दिन्,D,IND_ea2a22f4,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,27,निम्नलिखित में से कौन सा रूपक अजमेर के एक अभिलेख में अंशतः सुरक्षित है ?,कर्पूरमंजरी,ललित विग्रहराज नाटक,मत्तविलास प्रहसन,रत्नावली,B,IND_5ef87e63,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,28,अपनी कन्या के विवाह हेतु माता-पिता द्वारा दैवज्ञ से परामर्श करने का संदर्भ पहली बार कहाँ मिलता है ?,अश्वघोष कृत बुद्धचरित,कालिदास कृत मालविकाग्निमित्र,भास कृत प्रतिमा नाटक,दंडी कृत दशकुमारचरित,D,IND_88d9ca0c,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,29,हूण राजकुमारी आवल्लदेवी किसकी रानी थी?,धर्मपाल,गांगेयदेव,कर्ण,पृथ्वीराज चौहान,C,IND_a2eb19fe,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,30,निम्नलिखित राष्ट्रकूट राजाओं में से किसने मान्यखेट नगर बसाया और वहाँ अपनी राजधानी स्थापित की ?,कृष्ण I,ध्रुव,गोविन्द III,अमोघवर्ष,D,IND_08b1e2b0,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,31,सोमवंशी राजा उद्योतकेसरी की माता कोलादेवी ने उड़ीशा के किस निम्नलिखित मन्दिर का निर्माण किया था ?,अनन्त वासुदेव मन्दिर,ब्रह्मेश्वर मन्दिर,मुक्तेश्वर मन्दिर,राजारानी मन्दिर,B,IND_7f18b863,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,32,उड़ीशा के निम्नलिखित मन्दिरों में कौन खाखरा प्रकार के मन्दिर का उदाहरण है ?,लिंगराज मन्दिर,परशुरामेश्वर मन्दिर,जगन्नाथ मन्दिर,वैताल देउल मन्दिर,D,IND_6efd55ae,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,33,खजुराहो के निम्नलिखित मन्दिरों में कौन अंशतः कणाश्म (ग्रेनाइट) और अंशतः बालुकाश्म (सैंडस्टोन) के बने हैं ? (a) चौसठ योगिनी मन्दिर (b) ब्रह्मा मन्दिर (c) लक्ष्मण मन्दिर (d) कन्दारिया महादेव मन्दिर नीचे के कूट से सही उत्तर का चयन कीजिए :,(a) एवं (b),(c) एवं (d),"(a), (b) एवं (c)","(b), (c) एवं (d)",A,IND_c5bc9318,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,34,निम्नलिखित में से किस मन्दिर की कला में भरत के नाट्यशास्त्र में वर्णित बहुसंख्यक करणों (नृत्यमुद्राओं) का प्रदर्शन हुआ है ?,मामल्लपुरम का तटीय मन्दिर,काँची का कैलासनाथ मन्दिर,एलोरा का कैलास मन्दिर,तंजावुर का बृहदीश्वर मन्दिर,D,IND_35b687c0,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,35,सूची - I को सूची- II से सुमेलित कीजिये तथा सूचियों के नीचे दिये कूट से सही उत्तर का चयन कीजिये : सूची - I (आचार्य)        सूची - II ( धर्म ) (a) उमास्वाति (i) बौद्धधर्म (b) लकुलीश (ii) जैनधर्म (c) नाथमुनि (iii) शैवधर्म (d) वसुबन्धु (iv) वैष्णवधर्म,(i) (ii) (iii) (iv),(ii) (iii) (iv) (i),(iii) (iv) (i) (ii),(iv) (i) (ii) (iii),B,IND_4160f759,Match the List
Indian Culture,Question Papers of NET December 2015,Paper III,36,निम्नलिखित मतों में कौन सा मत पुनर्जन्म को नहीं मानता था ?,बौद्धधर्म,चार्वाक,जैनधर्म,वेदान्त,B,IND_f48ea4b1,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,37,निम्नलिखित में से किसने वैदिक धर्म का दृढ़ता से समर्थन किया और शून्यवाद के सिद्धान्त का विरोध किया?,गौडपाद,कुमारिल,रामानुज,यामुनाचार्य,B,IND_6014f269,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,38,निम्नलिखित राष्ट्रकूट राजाओं में से किसने तुलापुरुषदान का सम्पादन किया?,दन्तिदुर्ग,ध्रुव,गोविन्द III,अमोघवर्ष,A,IND_d62b8c65,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,39,निम्नलिखित चौलुक्य राजाओं में किसके लिए कहा गया है कि उसने गुजरात में पशुबलि को निषिद्ध कर दिया था ?,भीम,सिद्धराज,कुमारपाल,अजयपाल,C,IND_beef2e05,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,40,नीचे दो वक्तव्य दिये गये हैं। एक को कथन (A) और दूसरे को कारण (R) कहा गया है : कथन (A) : कल्हण राजा हर्ष को तुरुष्क कहते हैं। कारण (R) : हर्ष ने मन्दिर की निधियों का अधिग्रहण कर लिया और देव मूर्तियों को नष्ट किया। उपर्युक्त दोनों वक्तव्यों के सन्दर्भ में कौन सही है ?,(A) और (R) दोनों सही हैं तथा (A) की सही व्याख्या (R) है।,(A) और (R) दोनों सही हैं किन्तु (A) की सही व्याख्या (R) नहीं है।,(A) सही है किन्तु (R) गलत है।,(A) गलत है किन्तु (R) सही है।,A,IND_ffdc4193,Assertion and Reason
Indian Culture,Question Papers of NET December 2015,Paper III,41,सूची - I को सूची- II से सुमेलित कीजिये तथा सूचियों के नीचे दिये गये कूट से सही उत्तर का चयन कीजिये : सूची - I (कृतियाँ )       सूची - II (लेखक ) (a) रसेन्द्रचूड़ामणि (i) भास्कराचार्य (b) रत्नपरीक्षा (ii) भोज (c) शालिहोत्र (iii) बुद्धदत्त (d) सिद्धान्तशिरोमणि (iv) सोमदेव,(i) (ii) (iii) (iv),(ii) (i) (iv) (iii),(iii) (i) (ii) (iv),(iv) (iii) (ii) (i),D,IND_c5d08223,Match the List
Indian Culture,Question Papers of NET December 2015,Paper III,42,नीचे दो वक्तव्य दिये गये हैं। एक को कथन (A) तथा दूसरे को कारण (R) कहा गया है : कथन (A) : चोल राजाओं ने वैदिक शिक्षा को प्रोत्साहन दिया। कारण (R) : राजराज II के शासनकाल में एक दाता ने मलयालम देश से आनेवाले वेदान्त के ब्राह्मण छात्रों के निर्वाह के लिए भूमिदान दिये थे। उपर्युक्त दोनों वक्तव्यों के सन्दर्भ में कौन सही है ?,(A) और (R) दोनों सही हैं तथा (A) की सही व्याख्या (R) है।,(A) और (R) दोनों सही हैं किन्तु (A) की सही व्याख्या (R) नहीं है।,(A) सही है किन्तु (R) गलत है।,(A) गलत है किन्तु (R) सही है।,B,IND_3e9c71e5,Assertion and Reason
Indian Culture,Question Papers of NET December 2015,Paper III,43,वह शैलेन्द्र राजा कौन था जिसने नागिपटम् में अपने पिता द्वारा पहले आरम्भ किये गये चूड़ामणि विहार के निर्माण को पूर्ण किया ?,बालपुत्रदेव,मारविजयोत्तुंग वर्मन्,समराग्रवीर,त्रैलोक्यराज,B,IND_e78bbcea,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,44,कम्बोडिया का भव्यतम स्मारक अंगकोर वाट मूलतः किसको समर्पित था ?,बुद्ध,तारा,शिव,विष्णु,D,IND_c7659547,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,45,"कूचा का वह भिक्षु, जिसे चीन में महायान बौद्धधर्म की सर्वप्रथम व्याख्या करने वाला माना जाता है, कौन था?",जिनगुप्त,कुमारजीव,परमार्थ,संघभूति,B,IND_6bbe3af7,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,46,1579 में अकबर के द्वारा जारी महज़र के संबंध में निम्नांकित में से कौन सा कथन सही नहीं है ?,शेख मुबारक ने महज़र का प्रारूप तैयार किया।,इसमें सुल्तान-ए-आदिल (न्यायप्रिय राजा) के दर्जे को मुज़तहिद (कानून की व्याख्या करने वाला) से उच्च घोषित किया।,इस दस्तावेज पर अग्रणी उलेमा शेख अब्दुन नबी तथा मखदूम-उल-मुल्क द्वारा हस्ताक्षर किया गया था।,हाकिम-उल-मुल्क तथा सदर-ए-जहां मुफ्ती ने यह घोषणा की कि उनकी मुहर दबाव डालकर ली गई थी।,D,IND_b2d13b71,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,47,"कश्मीर के प्रसिद्ध सुल्तान जैन-उल आबिदीन के संरक्षण में भट्टवतारा ने 'ज़ैन विलास', नामक कश्मीर के इतिहास की रचना की, जो निम्नांकित में से किस मॉडल पर लिखा गया था ?",फिरदौसी का शाहनामा,श्रीवर का कथाकौतुक,अमीर खुसरो का इजाज-ए-खुसरवी,अब्दुर रहमान का संदेशरसक,A,IND_dfb86ae2,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,48,"खगोलशास्त्रियों तथा शासकों, जिनके संरक्षण में वे फले-फूले, के निम्नांकित युग्मों पर विचार करें। उस युग्म का चयन करें जो सुमेलित नहीं है :",महेन्द्र सूरी - फिरोज़ शाह तुगलक,फरीदुद्दीन मुनज्जम देहलवी - हुमायूं,मुल्ला चांद - अकबर,महमूद जौनपुरी - शाहजहां,B,IND_20861ff2,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,49,निम्नांकित में से कौन सा कथन सही नहीं है ?,दखनी उर्दू का मानकीकृत साहित्यिक प्रारूप सर्वप्रथम बहमनी शासक के संरक्षणत्व में विकसित हुआ था।,गेसू दराज कृत मिराज-उल-आशिकीन दखनी उर्दू में लिखी गई सर्वप्रथम कृतियों में से एक है।,मुल्ला दाउद ने दखनी उर्दू में चन्दायन की रचना की।,"18 वीं सदी तक उर्दू को विभिन्न नामों - हिन्दवी, दखनी, हिंदुस्तानी, रेखती से जाना जाता था।",C,IND_78076acf,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,50,निम्नलिखित में से कौन सा कथन सही नहीं है ?,बादशाह अकबर ने गोमांस के प्रयोग पर पाबंदी लगा दी क्योंकि हिन्दु गाय को एक पूज्य पशु मानते थे।,"मुगल अधिकारी, थानेसर के हाजी सुल्तान द्वारा गाय की हत्या करने पर उसे दंड स्वरूप वहाँ से स्थानान्तरित कर दिया गया।","27 सितम्बर, 1582 के अकुआवीरा के पत्र में उसके द्वारा शिकायत की गई थी कि जेसुइटों को रविवार को मांस नहीं मिलता था।",बादशाह औरंगजेब ने जनता को गोमांस खाने के लिए प्रोत्साहित किया।,D,IND_2490668f,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,51,धर्मशाला (गुरुद्वारा) और इसके प्रबन्धन के संबंध में खालसा सिक्खों के कर्तव्यों का वर्णन कहाँ किया गया है?,जनमसाखी,जापुजी,महिमा प्रकाश,रहितनामा,D,IND_898e6a16,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,52,निम्नलिखित लेखकों और उनकी पुस्तकों के जोड़ों पर विचार कीजिए और जो सही सुमेलित नहीं है उसका चयन कीजिए :,डेविड लॉरेन्जेन - द संत्स : स्टडीज़ इन ए डिवोशनल ट्रैडीशन ऑफ इंडिया ए वीवर नेम्ड कबीर,चार्लोट वॉडविले - द बीजक ऑफ कबीर,लिंडा हेस और सुखदेव सिंह - द बीजक ऑफ कबीर,जॉन स्ट्रैटन हॉली और मार्क जुअर्गेन्समेयर - सांग्स ऑफ द सेंट्स ऑफ इंडिया,A,IND_ed6e2279,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,53,"निम्नलिखित उद्धरण को पढ़िए और बताइये कि किस लेखक ने यह टिप्पणी की : ""मुस्लिम और हिन्दु सुल्तान बलबन के दरबार और उसके कारवाँ की शान और वैभव की एक झलक पाने के लिए 100-200 करोह की यात्रा करते थे और उसके भव्य प्रदर्शन को देखकर अचम्भित और विस्मित हो जाते थे तथा सुल्तान के भय, प्रभुत्व और प्रताप को देखकर दूर-दराज के उपद्रवी भी आज्ञाकारी हो जाते थे""।",हसन निजामी,जिया उद्दीन बर्नी,अबुल फज़ल,भीम सेन,B,IND_e6acf7fb,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,54,"""उन्होंने जाति विभेद को स्वीकार करने अथवा षड् दर्शन की हिन्दु विचारधाराओं के प्राधिकार को मान्यता देने से इन्कार कर दिया, न ही ब्राह्मणों के लिए विहित जीवन के चार आश्रमों में उनकी आस्था थी। उनका मत था कि भक्ति के बिना धर्म अधर्म है और तपस्या, उपवास तथा भिक्षा देने का कोई मूल्य नहीं है यदि इसके साथ भजन न हो""। नाभादास के द्वारा 'भक्तमाल' में दिया गया उपर्युक्त वक्तव्य निम्नलिखित में से किस संत के लिए है ?",कबीर,गुरु नानक,दादू,रविदास,A,IND_7a0b0579,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,55,"बाबर ने अपने किस पुत्र को भारत से बाबुरी लिपि की वर्णमाला तथा उस लिपि में लिखित कुछ अंशों के साथ बेल्ट सहित जड़ाऊ कटार, एक जड़ाऊ दवात स्टैंड तथा एक स्टूल भेजा था ?",हुमायूं,कामरान,अस्करी,हिंदाल,D,IND_9de001dd,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,56,"निम्नलिखित कथन में एक रिक्त स्थान है और इस रिक्त स्थान को नीचे दी गई भाषा से भरना है। कथन : ""सुयुरघाल   __________  शब्द है जिसका अर्थ धर्मार्थ भूमि है""। सही भाषा चुनिए :",तुर्की,अरबी,फारसी,पश्तु,A,IND_13fbe29b,Fill in the Blank
Indian Culture,Question Papers of NET December 2015,Paper III,57,ग्वालियर के शेख मुहम्मद गौस ने योग संबंधी ग्रंथ 'अमृतकुंड' का फारसी में अनुवाद किया। इसका शीर्षक क्या था?,योग कलन्दर,रुश्दनामा,बहर-अल हयात,मजमा-अल बहरीन,C,IND_611aba12,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,58,चारबाग की अवधारणा मुगलों द्वारा लाई गई थी। नीचे दिए गए युग्मों में बाग तथा शहर के नाम दर्शाए गए हैं। गलत युग्म की पहचान करें :,रोशनारा बाग - दिल्ली,आराम बाग - आगरा,निशात गार्डन - लखनऊ,पिंजौर गार्डन - चंडीगढ़,C,IND_eb7640b0,Identify the Incorrect Statement
Indian Culture,Question Papers of NET December 2015,Paper III,59,दक्कन में बाराबलूता (ग्राम सेवक) को तीन कतारों/ कास/ ओल में वर्गीकृत किया गया था। ये तीन कतारें निम्नांकित में से कौन सी थीं ?,"थोराली, मधाली तथा धक्ती कास","थोराली, परित तथा धक्ती कास","मधाली, गुराव तथा धक्ती कास","गुराव, परित तथा धक्ती कास",A,IND_7157fdda,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,60,"नीचे दो कथन दिए गए हैं, एक अभिकथन (A) है और दूसरा तर्क (R) है। नीचे दिए गए कूटों से सही उत्तर का चयन करें : अभिकथन (A) : शिलाओं पर उत्कीर्ण अरबी सुलेख तथा ज्यामितीय एवं पुष्पदार अभिप्राय से भवन सुसज्जित किए जाते थे, तथापि, इस प्रकार के शिला कार्यों से अक्सर महान् कौशल प्रदर्शित होता था तथा वास्तुकला डिजाइन के भाग के रूप में यह कला के वास्तविक स्तर का प्रतीक था। तर्क (R) : यह मुसलमानों के उस पूर्वाग्रह के कारण था क्योंकि वे मानव और पशु आकृतियों के गोलाकार को आकृतियाँ समझते थे।","(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।","(A) और (R) दोनों सही हैं किन्तु (R), (A) की सही व्याख्या नहीं है।",(A) सही है और (R) सही नहीं है।,(A) सही नहीं है और (R) सही है।,A,IND_127bc00a,Assertion and Reason
Indian Culture,Question Papers of NET December 2015,Paper III,61,निम्नलिखित में से किसने जर्नल 'इंडियन एन्टिक्वरी' शुरू की ?,सर एडविन आर्नोल्ड,जेम्स बर्जेस,मोनियर विलियम्स,सर जॉन मार्शल,B,IND_2bbdfe5a,Normal MCQ
Indian Culture,Question Papers of NET December 2015,Paper III,62,"ब्रिटिश भारत के किस प्रशासक-इतिहासकार ने भारतीय इतिहास के संबंध में जेम्स मिल के उद्गार की अवहेलना करते हुए विको की अवधारणा से सहमति व्यक्त की कि ""मानव स्वभाव को एक ही पैमाना से कभी भी नहीं मापा जा सकता। यह समय और स्थान, क्षेत्र-क्षेत्र और काल-काल में अलग-अलग होता है""?",थामस मुनरो,जेम्स माल्कम,माउन्टस्टूअर्ट एल्फिन्स्टन,जेम्स ग्रांट डफ,C,IND_e78efea4,Normal MCQ
